Trial,Coordinate,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Address Position,Backswing Position,Impact Position,Finish Position
0,x,192.5,122.5,142.5,122.5,162.5,202.5,182.5,172.5,202.5,202.5,242.5,222.5,202.5,222.5,182.5,182.5,1,0,0,0
0,y,136.66667175292972,163.3333282470703,243.3333282470703,323.3333435058594,190.0,243.3333282470703,296.6666564941406,150.0,123.33333587646484,110.0,83.33333587646484,136.66667175292972,190.0,243.3333282470703,110.0,216.6666717529297,1,0,0,0
0,z,-4.207443714141847,-18.959590911865234,-232.4274444580078,-74.7664794921875,0.0644000917673111,22.75673675537109,122.88600158691406,45.72967910766602,-49.12988662719727,-180.7893218994141,338.9322814941406,213.0330352783203,184.5472412109375,133.51252746582028,-28.966344833374023,-46.92394256591797,1,0,0,0
0,c,0.6768978834152222,0.50333172082901,0.2754397690296173,0.050601959228515625,0.06483250856399536,0.4286054372787476,0.19064241647720334,0.12700195610523224,0.6776609420776367,0.7107421755790709,0.8039169311523438,0.629422664642334,0.5822259187698364,0.576504111289978,0.576504111289978,0.576504111289978,1,0,0,0
1,x,192.5,122.5,142.5,122.5,162.5,202.5,182.5,172.5,202.5,202.5,242.5,222.5,202.5,222.5,182.5,182.5,1,0,0,0
1,y,136.66667175292972,163.3333282470703,243.3333282470703,323.3333435058594,190.0,243.3333282470703,296.6666564941406,150.0,123.33333587646484,110.0,83.33333587646484,136.66667175292972,190.0,243.3333282470703,110.0,216.6666717529297,1,0,0,0
1,z,-4.207443714141847,-18.959590911865234,-232.4274444580078,-74.7664794921875,0.0644000917673111,22.75673675537109,122.88600158691406,45.72967910766602,-49.12988662719727,-180.7893218994141,338.9322814941406,213.0330352783203,184.5472412109375,133.51252746582028,-28.966344833374023,-46.92394256591797,1,0,0,0
1,c,0.6802213191986084,0.4972774386405945,0.2660437524318695,0.04776620864868164,0.06319524347782135,0.4190775156021118,0.18646839261054995,0.11631771922111513,0.6769133806228638,0.7088693976402283,0.8065414428710938,0.6312488317489624,0.5885875225067139,0.5780389904975891,0.5780389904975891,0.5780389904975891,1,0,0,0
2,x,195.8333282470703,122.5,142.5,122.5,162.5,202.5,182.5,172.5,202.5,202.5,242.5,222.5,202.5,222.5,182.5,182.5,1,0,0,0
2,y,136.66667175292972,163.3333282470703,243.3333282470703,323.3333435058594,190.0,243.3333282470703,296.6666564941406,150.0,123.33333587646484,110.0,83.33333587646484,136.66667175292972,190.0,243.3333282470703,110.0,216.6666717529297,1,0,0,0
